0.624323748	0.605350893	1.376897644	1.206802321	0.917894195	1.069268133	1.008534503	0.692835217	0.629652041	0.876464802	0.981475013	0.359965647
0.79185348	0.663472784	1.106683695	1.333501006	0.98396375	1.090425502	1.212861866	0.705428739	0.96040889	1.204952248	1.072939165	0.908584808
0.945494887	0.814286094	0.874322657	1.048249159	1.248151349	0.769925983	1.414271395	1.237054461	1.337186372	1.198927136	0.960984155	1.537265929
1.851819821	2.636412773	2.206673863	1.378914816	2.876942641	0.537622242	0.831299856	1.905070643	1.539417551	0.62488383	1.546708352	2.327032756
1.035834761	0.886540298	0.953836673	1.175602605	0.771190516	1.166553664	0.963010761	0.909278826	0.997520021	1.232498853	0.899635122	1.567224332
0.854958261	1.340801862	0.530311841	0.530005734	0.70315028	1.037823025	1.02596674	1.264126737	0.87715874	0.999422781	0.729745551	1.071007155
0.951199312	1.603698869	1.388612324	1.359447133	0.951098373	1.127280877	0.82850851	2.294175394	0.788076725	0.97899688	1.072155008	1.480135736
0.908773543	1.074079223	0.937777621	0.808860529	0.640683892	1.020587676	0.57955358	0.936338344	0.526682961	0.862529144	0.653874084	1.090922035
1.76377794	1.352937826	1.192140744	1.188522888	1.178888053	1.053535218	0.451200929	2.577281653	0.795818246	0.996965244	1.242000083	1.315482203
0.560059141	0.879863177	0.901009909	2.004352341	2.283179906	0.417541393	0.87446526	1.032818842	0.489752262	2.224561928	0.95332212	0.973965898
0.774889385	1.075668364	1.268546242	0.859933756	0.997721847	0.936173766	0.692450723	1.422451352	0.536572715	0.677889168	0.934041019	0.538004125
0.900222276	0.972631005	1.008871399	1.141341812	0.944022183	1.101273655	0.98915303	1.402192353	0.890457592	1.131305549	1.03962676	1.083952205
1.370830605	1.698554549	1.989000808	1.75652899	0.867234381	1.245534384	0.824052028	1.028795841	1.12963574	0.883121305	1.08017024	1.878437588
1.055098236	0.517859913	1.055041249	1.026197217	1.227346236	0.348704628	1.413392236	1.101320775	1.491267655	0.972660754	0.427981313	1.482762572
0.846002938	1.110906124	0.856503763	0.95952306	1.250382058	0.47965042	0.516106302	1.104450917	0.436627448	1.12027886	0.599746279	1.151734484
1.260890598	0.894122029	0.79521636	0.809163166	0.93038613	1.007193243	0.847772246	0.793340993	1.068948054	1.01753838	0.937078623	1.390677594
0.578969285	1.1792164	0.222809868	0.25503402	1.881054139	0.67830922	0.945057514	0.225728743	0.547159273	1.144626234	1.275936365	0.520529346
1.563530938	0.803281062	1.255495289	0.613329291	2.616794786	0.643489702	0.588417938	1.771268092	0.920009651	0.488515805	1.683880496	1.317024791
0.702596249	0.840213742	1.721987455	1.223105483	0.988946631	0.789638443	0.851160666	0.992571408	0.598022291	0.710287104	0.780910277	1.336842794
1.001068591	0.900062899	0.6136905	0.631398697	1.042905203	0.847212469	1.07700205	0.7387981	1.078152925	1.028855257	0.883562292	1.199177198
1.295336698	1.305128689	0.892219188	0.772293093	1.338666668	0.859999962	1.348318856	1.055610633	1.746526895	0.865586735	1.151253284	1.481063051
1.017265829	1.307830475	0.773977512	0.478804468	0.955989721	0.592582171	0.625272559	1.346233282	0.636068408	0.618628398	0.566502464	1.470615844
1.112571809	3.521609026	1.047082872	1.065730315	2.377651468	0.533865347	0.976715217	1.056829762	1.086665816	1.017808947	1.269345727	1.2288551
0.957467622	1.332308013	0.957374486	0.736816344	2.086354248	0.508545463	1.039347605	1.13236935	0.99514168	0.769621872	1.061005987	1.352414681
0.78459086	1.430107882	1.114776236	0.925414818	0.743150283	1.090479156	0.810404686	1.226866098	0.63583611	0.830135043	0.810389893	0.885842984
0.843087605	0.385120709	1.133077956	2.22499209	0.594170286	0.921691294	1.224201656	1.166105961	1.032109241	1.963670795	0.54764158	0.760166504
1.284573397	1.627166525	1.317934128	1.598717942	1.654012287	0.999337348	0.948690675	0.998672311	1.218662803	1.213048443	1.652916252	1.664284949
