142026787.4,155397527.2,190467203.1,155536342.2,163544160.7,94331699.37,74995860.84,85785869.52,89273252.82,77539878.35,81504902.35,75735051.5,86979994.16,79849527.98,79339048.15,63546288.97,90524255.17,67208354.15,105251555,84499776.85,110810054.9,89805236.94,116088803.7,99430083.2,119202377.4,211802368.5,112536286.3,203002783.9,166411408.9,203672669.4,132074175.3,136334384.6,113340802.8,114886531.1,114076890,257120292.6,65945662.3,192936110.6,122382388.1,121628852.1,157866315.8,142352058.4,137145875.8,149306053.7,124795641.9
708585.126,421403.649,550612.92,807818.565,1054505.37,938885.652,1242247.794,1357647.783,1407796.425,1322011.158,1030466.199,1306439.484,860773.737,1054235.061,1042856.571,1099595.025,1173014.043,984839.76,1325806.605,1031692.767,986649.75,1145665.821,1046520.573,1353203.139,993873.126,978386.214,966573.714,595700.133,644655.681,1120758.825,921731.742,750080.772,698503.458,1011936.351,655120.911,705728.052,660205.707,989397.663,5001163.908,1183306.5,879014.469,943897.806,961712.733,676906.635,484655.907
11323674926,11938774030,12629230114,4619167236,10730012796,6937753091,8572976161,6417399955,6260416032,6380943545,6426318478,7285935765,5534847004,6764405833,6152133840,6460384901,7146680566,7284078127,6332194927,7468548629,8599351541,7578808570,7760783198,6212284935,7810308607,11456822605,8973386083,11481904106,10470924066,9670763950,9553820941,9594015749,9116784337,4900183853,9340004444,4508523580,5794460382,7361934321,7040667157,6763678107,11033179061,8955887983,11501257496,10766721797,8719119928
2595555.348,1936460.748,3350518.671,3146578.215,4694979.351,3839908.818,6806344.911,6711099.735,5888184.216,6971469.213,5962673.667,9748325.586,7872226.962,6973610.235,7356183.459,12788921.42,14968988.66,15381446.6,8678469.969,13615750.39,15821138.15,9848817.372,23536188.83,9851600.097,14152720.63,22795443.11,12879314.09,19719305.36,17252097.86,15685394.06,13320151.22,9656833.554,12598458.51,10225169.99,17638327.94,29566724.01,4757106.345,16555387.55,13267226.22,12452863.37,11453244.85,14918579.91,12209180.84,16850477.37,19658708.25
53426972.39,73172520.85,53655977.07,59415641.88,80510849.13,56291205.86,51675356.99,45145598.4,63223448.64,53758299.37,44894713.67,52013935.28,52249173.59,64632352.08,48487159.03,34757446.81,39672002.85,37028914.55,39947091.54,58641324.66,20188782.53,32027696.66,29109518.37,18079839.56,39163561.91,28235392.01,25906054.06,27749441.42,30370630.07,26434070.34,11975369.16,14543542.45,11747858.51,10438060.22,17586996.71,21212629.12,8429492.799,8358835.485,12489432.29,12559533.26,10169566.96,11674927.39,9365865.732,17787967.09,15340931.86
336258.711,493937.832,172288.161,176205.528,154239.87,781918.875,382207.041,548992.665,407781.087,344999.352,1995113.256,689833.443,3094035.699,647397.519,1615741.329,8835110.982,8856972.357,6442437.075,5604891.426,4920951.042,9262492.992,5011693.899,16018663.53,7855496.958,10900721.26,2811922.326,3354868.836,3677219.016,5179131.75,2143026.081,9700253.187,8610286.92,4228561.257,3710198.685,8438214.555,27955646.23,3968237.043,10935210.72,3917629.305,15411865.63,1495963.848,1089729.591,1600878.849,4824194.01,12037326.22
6453131.61,4487832.987,5499766.464,4175241.876,5030680.974,6691675.473,5039829.846,6325020.015,5076030.717,4108648.074,5765489.94,4581205.923,6343100.574,5999150.58,3328481.991,8798366.52,5750751.462,7035862.08,4704092.442,5176998.186,5810919.681,5571046.851,5402531.835,4537946.295,3615973.986,7995780.114,4332293.265,5142983.559,7597174.335,3631238.229,7434300.534,7740074.52,6193190.571,5649393.387,8997476.232,4199289.444,2438813.199,3230795.286,3329675.592,4357488.876,5638553.358,3691466.076,5820754.188,4620715.842,7726940.541
2489840.964,2011119.051,1876834.737,1727490.219,1934060.178,1265796.543,1257232.65,1565437.482,1811196.546,1632877.041,1096650.225,1342818.012,2101624.314,1004625.921,1403543.919,1366116.333,1399347.582,2346502.245,2564019.951,1505927.133,1721096.562,2351251.122,1949630.595,1891843.923,2527840.776,3570604.74,3310983.63,3103535.76,3605862.078,3671854.644,3445271.505,4339739.268,3610460.058,3847881.63,3875087.778,2653670.22,1595977.419,1390884.588,1295640.885,2459719.071,2303803.038,1672992.129,2127225.825,1801770.657,1538245.458
58543281.3,56829885.55,49529428.9,41753125.36,51277073.92,45947820.41,82819403.62,63800202.14,93542532.87,106744976,86028285.96,92611687.35,58409052.44,56800188.43,77858316.53,52352317.09,236474815.4,112058275.6,60561524.26,87203741.38,96623127.52,59748198.04,123227562.5,69334491.62,121041573.5,182922745.9,66473657.38,273080740.4,276395819.5,88612016.27,112209781,141916439.7,73942239.41,27412697.73,85388584.23,386852627.8,138703153.8,74135836.27,60509612.91,689138643.3,133564970,72276482,112925741.8,142844678.2,177482561.9
142212.648,119611.224,101149.695,126920.859,105513.06,555381.159,323623.476,433625.55,362026.869,391153.704,778443.006,782469.432,913077.567,517090.104,724248.57,2100266.493,1319708.811,1605329.358,1145445.93,1582663.488,1709272.689,1328802.597,2931896.607,1850322.498,2121121.482,2227524.192,1270723.548,3810665.193,2084038.533,948838.455,1685937.183,1310539.344,1638036.435,1327367.247,2871804.321,4498861.104,624920.706,2595096.969,1482888.291,1980890.622,935465.571,731690.427,1561745.181,2902124.946,3047008.386
3566319.087,3026733.384,3377227.755,2753065.986,3953536.011,24834334.73,29295041.35,22098385.5,4553427.747,3133322.154,2240448.141,3482271.309,2563931.679,4098359.532,2587776.051,2873442.825,2546781.906,2132073.138,4109625.738,4314305.949,3119470.677,2759544.684,3384089.817,3077155.869,3847407.525,2872314.996,3593845.827,2490469.449,2908340.277,3270927.426,3848069.58,2924301.447,2618684.301,2453237.037,6037108.737,5570388.099,2383474.269,2344284.468,3173778.969,4966171.128,7618092.201,4033991.394,2504318.997,3147757.695,2605977.432
66562.023,63289.881,72045.201,65767.155,64422.24,71249.934,9003.078,27946.212,34973.019,25001.844,52127.835,40169.052,45967.386,32293.08,51944.496,38493.573,59766.48,52565.85,88578.267,30879.222,68099.202,38169.096,76216.518,33648.795,121045.545,143955.594,83410.623,143771.685,82508.121,83049.762,119394.666,128494.677,88631.427,64605.291,57328.539,311344.608,37640.778,129478.809,138449.592,170573.457,102200.781,101929.593,127716.15,163575.777,158700.789
73126.341,168951.573,44022.72,10048.977,32202.792,462153.045,60600.36,416479.884,389498.922,196838.772,1064039.139,331389.891,2144585.289,269382.456,1040756.982,3136104.378,5829606.357,5850645.978,1903578.648,3706346.442,6516665.907,3172094.466,10376574.95,2877692.061,4031732.826,2951807.547,2382756.222,3266444.904,4068108.624,1773263.049,3636113.298,2189766.477,3248675.616,2341383.531,3565800.51,10209069.99,1744432.383,3752341.551,2205001.272,8242549.533,1390953.93,1523136.918,1333646.277,3331871.076,6938638.527
32257650.18,37325708.58,36922208.06,39329967.3,41963054.64,51440509.64,63502319.36,55610029.98,45085967.15,44080431.83,48390612.18,53416578.83,45464393.45,53720830.96,46594455.18,48710958.58,39895250.23,42421107.86,37051728.17,52810542.97,58273821.66,47734056.08,35142449.93,44956752.42,36733467.91,53739947.26,51132699.05,48926315.97,44673878.37,42870534.62,45202552.23,68330215.86,76205271.28,47706862.79,72200864.9,74062974.41,27205206.2,41564020.06,49219689.16,27703547.28,55157990.4,53173925.79,55693324.56,60855523.44,30223082.99
98953.836,174994.611,151449.39,125445.495,87834.729,103167,115918.326,185666.658,115475.301,118730.166,96856.374,123122.883,106828.89,98704.494,116098.539,78164.889,137133.612,83917.059,100887.711,73823.781,102692.343,70762.89,84067.44,21266.658,92313,112194.831,83875.44,103624.755,83319.357,71643.96,118226.394,127594.491,114024.084,36632.556,100480.974,343032.585,68851.314,156002.475,135961.242,116330.538,172621.965,152563.464,154556.28,133348.218,165119.061
